date,year,month,quarter,acquisition_channel,impressions,clicks,marketing_spend_usd
2020-12-01,2020,12,Q4,Social Media,13149,237,518.18
2020-12-01,2020,12,Q4,Email Campaign,6690,301,179.43
2020-12-01,2020,12,Q4,Paid Ad,23151,278,938.48
2020-12-01,2020,12,Q4,Direct,0,0,0.0
2020-12-01,2020,12,Q4,Referral,0,0,0.0
2020-12-02,2020,12,Q4,Organic Search,0,0,0.0
2020-12-02,2020,12,Q4,Social Media,13821,249,544.54
2020-12-02,2020,12,Q4,Email Campaign,5969,269,160.26
2020-12-02,2020,12,Q4,Paid Ad,24321,292,987.2
2020-12-02,2020,12,Q4,Direct,0,0,0.0
2020-12-02,2020,12,Q4,Referral,0,0,0.0
2020-12-03,2020,12,Q4,Organic Search,0,0,0.0
2020-12-03,2020,12,Q4,Social Media,12961,233,510.3
2020-12-03,2020,12,Q4,Email Campaign,7271,327,195.26
2020-12-03,2020,12,Q4,Paid Ad,20812,250,843.88
2020-12-03,2020,12,Q4,Direct,0,0,0.0
2020-12-03,2020,12,Q4,Referral,0,0,0.0
2020-12-04,2020,12,Q4,Organic Search,0,0,0.0
2020-12-04,2020,12,Q4,Social Media,14520,261,572.14
2020-12-04,2020,12,Q4,Email Campaign,6335,285,170.13
2020-12-04,2020,12,Q4,Paid Ad,20852,250,846.54
2020-12-04,2020,12,Q4,Direct,0,0,0.0
2020-12-04,2020,12,Q4,Referral,0,0,0.0
2020-12-05,2020,12,Q4,Organic Search,0,0,0.0
2020-12-05,2020,12,Q4,Social Media,14117,254,555.36
2020-12-05,2020,12,Q4,Email Campaign,6991,315,187.66
2020-12-05,2020,12,Q4,Paid Ad,26176,314,1061.92
2020-12-05,2020,12,Q4,Direct,0,0,0.0
2020-12-05,2020,12,Q4,Referral,0,0,0.0
2020-12-06,2020,12,Q4,Organic Search,0,0,0.0
2020-12-06,2020,12,Q4,Social Media,15300,275,601.89
2020-12-06,2020,12,Q4,Email Campaign,6840,308,183.73
2020-12-06,2020,12,Q4,Paid Ad,25289,303,1025.06
2020-12-06,2020,12,Q4,Direct,0,0,0.0
2020-12-06,2020,12,Q4,Referral,0,0,0.0
2020-12-07,2020,12,Q4,Organic Search,0,0,0.0
2020-12-07,2020,12,Q4,Social Media,14950,269,588.45
2020-12-07,2020,12,Q4,Email Campaign,7099,319,190.61
2020-12-07,2020,12,Q4,Paid Ad,22788,273,924.29
2020-12-07,2020,12,Q4,Direct,0,0,0.0
2020-12-07,2020,12,Q4,Referral,0,0,0.0
2020-12-08,2020,12,Q4,Organic Search,0,0,0.0
2020-12-08,2020,12,Q4,Social Media,12799,230,503.9
2020-12-08,2020,12,Q4,Email Campaign,6303,284,169.05
2020-12-08,2020,12,Q4,Paid Ad,23111,277,936.93
2020-12-08,2020,12,Q4,Direct,0,0,0.0
2020-12-08,2020,12,Q4,Referral,0,0,0.0
2020-12-09,2020,12,Q4,Organic Search,0,0,0.0
2020-12-09,2020,12,Q4,Social Media,11723,211,461.27
2020-12-09,2020,12,Q4,Email Campaign,6109,275,164.0
2020-12-09,2020,12,Q4,Paid Ad,19078,229,773.88
2020-12-09,2020,12,Q4,Direct,0,0,0.0
2020-12-09,2020,12,Q4,Referral,0,0,0.0
2020-12-10,2020,12,Q4,Organic Search,0,0,0.0
2020-12-10,2020,12,Q4,Social Media,13175,237,518.41
2020-12-10,2020,12,Q4,Email Campaign,6561,295,176.13
2020-12-10,2020,12,Q4,Paid Ad,21175,254,858.55
2020-12-10,2020,12,Q4,Direct,0,0,0.0
2020-12-10,2020,12,Q4,Referral,0,0,0.0
2020-12-11,2020,12,Q4,Organic Search,0,0,0.0
2020-12-11,2020,12,Q4,Social Media,14359,258,565.62
2020-12-11,2020,12,Q4,Email Campaign,5625,253,151.04
2020-12-11,2020,12,Q4,Paid Ad,19441,233,788.48
2020-12-11,2020,12,Q4,Direct,0,0,0.0
2020-12-11,2020,12,Q4,Referral,0,0,0.0
2020-12-12,2020,12,Q4,Organic Search,0,0,0.0
2020-12-12,2020,12,Q4,Social Media,14950,269,588.09
2020-12-12,2020,12,Q4,Email Campaign,7776,350,208.7
2020-12-12,2020,12,Q4,Paid Ad,28717,345,1165.4
2020-12-12,2020,12,Q4,Direct,0,0,0.0
2020-12-12,2020,12,Q4,Referral,0,0,0.0
2020-12-13,2020,12,Q4,Organic Search,0,0,0.0
2020-12-13,2020,12,Q4,Social Media,14143,255,556.51
2020-12-13,2020,12,Q4,Email Campaign,7798,351,209.18
2020-12-13,2020,12,Q4,Paid Ad,25249,303,1023.9
2020-12-13,2020,12,Q4,Direct,0,0,0.0
2020-12-13,2020,12,Q4,Referral,0,0,0.0
2020-12-14,2020,12,Q4,Organic Search,0,0,0.0
2020-12-14,2020,12,Q4,Social Media,12584,227,495.43
2020-12-14,2020,12,Q4,Email Campaign,6679,301,179.27
2020-12-14,2020,12,Q4,Paid Ad,23151,278,939.68
2020-12-14,2020,12,Q4,Direct,0,0,0.0
2020-12-14,2020,12,Q4,Referral,0,0,0.0
2020-12-15,2020,12,Q4,Organic Search,0,0,0.0
2020-12-15,2020,12,Q4,Social Media,11159,201,439.0
2020-12-15,2020,12,Q4,Email Campaign,6980,314,187.23
2020-12-15,2020,12,Q4,Paid Ad,24442,293,991.69
2020-12-15,2020,12,Q4,Direct,0,0,0.0
2020-12-15,2020,12,Q4,Referral,0,0,0.0
2020-12-16,2020,12,Q4,Organic Search,0,0,0.0
2020-12-16,2020,12,Q4,Social Media,12127,218,477.21
2020-12-16,2020,12,Q4,Email Campaign,6432,289,172.75
2020-12-16,2020,12,Q4,Paid Ad,22869,274,928.38
2020-12-16,2020,12,Q4,Direct,0,0,0.0
2020-12-16,2020,12,Q4,Referral,0,0,0.0
2020-12-17,2020,12,Q4,Organic Search,0,0,0.0
2020-12-17,2020,12,Q4,Social Media,13014,234,512.85
2020-12-17,2020,12,Q4,Email Campaign,5959,268,160.07
2020-12-17,2020,12,Q4,Paid Ad,20852,250,845.11
2020-12-17,2020,12,Q4,Direct,0,0,0.0
2020-12-17,2020,12,Q4,Referral,0,0,0.0
2020-12-18,2020,12,Q4,Organic Search,0,0,0.0
2020-12-18,2020,12,Q4,Social Media,12745,229,501.35
2020-12-18,2020,12,Q4,Email Campaign,6819,307,183.17
2020-12-18,2020,12,Q4,Paid Ad,22990,276,931.92
2020-12-18,2020,12,Q4,Direct,0,0,0.0
2020-12-18,2020,12,Q4,Referral,0,0,0.0
2020-12-19,2020,12,Q4,Organic Search,0,0,0.0
2020-12-19,2020,12,Q4,Social Media,14251,257,560.57
2020-12-19,2020,12,Q4,Email Campaign,7615,343,204.49
2020-12-19,2020,12,Q4,Paid Ad,19562,235,793.01
2020-12-19,2020,12,Q4,Direct,0,0,0.0
2020-12-19,2020,12,Q4,Referral,0,0,0.0
2020-12-20,2020,12,Q4,Organic Search,0,0,0.0
2020-12-20,2020,12,Q4,Social Media,16026,288,630.8
2020-12-20,2020,12,Q4,Email Campaign,6174,278,165.79
2020-12-20,2020,12,Q4,Paid Ad,24603,295,997.26
2020-12-20,2020,12,Q4,Direct,0,0,0.0
2020-12-20,2020,12,Q4,Referral,0,0,0.0
2020-12-21,2020,12,Q4,Organic Search,0,0,0.0
2020-12-21,2020,12,Q4,Social Media,11616,209,457.37
2020-12-21,2020,12,Q4,Email Campaign,5593,252,150.12
2020-12-21,2020,12,Q4,Paid Ad,24079,289,976.02
2020-12-21,2020,12,Q4,Direct,0,0,0.0
2020-12-21,2020,12,Q4,Referral,0,0,0.0
2020-12-22,2020,12,Q4,Organic Search,0,0,0.0
2020-12-22,2020,12,Q4,Social Media,12288,221,483.58
2020-12-22,2020,12,Q4,Email Campaign,6410,288,172.08
2020-12-22,2020,12,Q4,Paid Ad,21941,263,889.73
2020-12-22,2020,12,Q4,Direct,0,0,0.0
2020-12-22,2020,12,Q4,Referral,0,0,0.0
2020-12-23,2020,12,Q4,Organic Search,0,0,0.0
2020-12-23,2020,12,Q4,Social Media,13256,239,521.52
2020-12-23,2020,12,Q4,Email Campaign,6281,283,168.46
2020-12-23,2020,12,Q4,Paid Ad,19763,237,801.44
2020-12-23,2020,12,Q4,Direct,0,0,0.0
2020-12-23,2020,12,Q4,Referral,0,0,0.0
2020-12-24,2020,12,Q4,Organic Search,0,0,0.0
2020-12-24,2020,12,Q4,Social Media,13767,248,542.39
2020-12-24,2020,12,Q4,Email Campaign,5991,270,160.82
2020-12-24,2020,12,Q4,Paid Ad,19279,231,781.88
2020-12-24,2020,12,Q4,Direct,0,0,0.0
2020-12-24,2020,12,Q4,Referral,0,0,0.0
2020-12-25,2020,12,Q4,Organic Search,0,0,0.0
2020-12-25,2020,12,Q4,Social Media,12315,222,485.17
2020-12-25,2020,12,Q4,Email Campaign,6991,315,187.59
2020-12-25,2020,12,Q4,Paid Ad,23514,282,953.83
2020-12-25,2020,12,Q4,Direct,0,0,0.0
2020-12-25,2020,12,Q4,Referral,0,0,0.0
2020-12-26,2020,12,Q4,Organic Search,0,0,0.0
2020-12-26,2020,12,Q4,Social Media,14278,257,561.6
2020-12-26,2020,12,Q4,Email Campaign,6970,314,187.19
2020-12-26,2020,12,Q4,Paid Ad,24684,296,1000.64
2020-12-26,2020,12,Q4,Direct,0,0,0.0
2020-12-26,2020,12,Q4,Referral,0,0,0.0
2020-12-27,2020,12,Q4,Organic Search,0,0,0.0
2020-12-27,2020,12,Q4,Social Media,17101,308,673.71
2020-12-27,2020,12,Q4,Email Campaign,7389,333,198.48
2020-12-27,2020,12,Q4,Paid Ad,26176,314,1062.4
2020-12-27,2020,12,Q4,Direct,0,0,0.0
2020-12-27,2020,12,Q4,Referral,0,0,0.0
2020-12-28,2020,12,Q4,Organic Search,0,0,0.0
2020-12-28,2020,12,Q4,Social Media,13821,249,543.75
2020-12-28,2020,12,Q4,Email Campaign,6356,286,170.64
2020-12-28,2020,12,Q4,Paid Ad,21578,259,874.58
2020-12-28,2020,12,Q4,Direct,0,0,0.0
2020-12-28,2020,12,Q4,Referral,0,0,0.0
2020-12-29,2020,12,Q4,Organic Search,0,0,0.0
2020-12-29,2020,12,Q4,Social Media,12557,226,494.47
2020-12-29,2020,12,Q4,Email Campaign,6206,279,166.51
2020-12-29,2020,12,Q4,Paid Ad,21941,263,890.44
2020-12-29,2020,12,Q4,Direct,0,0,0.0
2020-12-29,2020,12,Q4,Referral,0,0,0.0
2020-12-30,2020,12,Q4,Organic Search,0,0,0.0
2020-12-30,2020,12,Q4,Social Media,13498,243,531.62
2020-12-30,2020,12,Q4,Email Campaign,6260,282,168.14
2020-12-30,2020,12,Q4,Paid Ad,23313,280,945.44
2020-12-30,2020,12,Q4,Direct,0,0,0.0
2020-12-30,2020,12,Q4,Referral,0,0,0.0
2020-12-31,2020,12,Q4,Organic Search,0,0,0.0
2020-12-31,2020,12,Q4,Social Media,12665,228,499.13
2020-12-31,2020,12,Q4,Email Campaign,6281,283,168.5
2020-12-31,2020,12,Q4,Paid Ad,18513,222,750.34
2020-12-31,2020,12,Q4,Direct,0,0,0.0
2020-12-31,2020,12,Q4,Referral,0,0,0.0
2021-01-01,2021,1,Q1,Organic Search,0,0,0.0
2021-01-01,2021,1,Q1,Social Media,8981,162,354.01
2021-01-01,2021,1,Q1,Email Campaign,4205,189,112.98
2021-01-01,2021,1,Q1,Paid Ad,15609,187,633.18
2021-01-01,2021,1,Q1,Direct,0,0,0.0
2021-01-01,2021,1,Q1,Referral,0,0,0.0
2021-01-02,2021,1,Q1,Organic Search,0,0,0.0
2021-01-02,2021,1,Q1,Social Media,7395,133,291.42
2021-01-02,2021,1,Q1,Email Campaign,5496,247,147.54
2021-01-02,2021,1,Q1,Paid Ad,16456,197,666.79
2021-01-02,2021,1,Q1,Direct,0,0,0.0
2021-01-02,2021,1,Q1,Referral,0,0,0.0
2021-01-03,2021,1,Q1,Organic Search,0,0,0.0
2021-01-03,2021,1,Q1,Social Media,10487,189,412.91
2021-01-03,2021,1,Q1,Email Campaign,4313,194,115.92
2021-01-03,2021,1,Q1,Paid Ad,17424,209,707.35
2021-01-03,2021,1,Q1,Direct,0,0,0.0
2021-01-03,2021,1,Q1,Referral,0,0,0.0
2021-01-04,2021,1,Q1,Organic Search,0,0,0.0
2021-01-04,2021,1,Q1,Social Media,7663,138,302.04
2021-01-04,2021,1,Q1,Email Campaign,3893,175,104.47
2021-01-04,2021,1,Q1,Paid Ad,16658,200,676.13
2021-01-04,2021,1,Q1,Direct,0,0,0.0
2021-01-04,2021,1,Q1,Referral,0,0,0.0
2021-01-05,2021,1,Q1,Organic Search,0,0,0.0
2021-01-05,2021,1,Q1,Social Media,8255,149,324.82
2021-01-05,2021,1,Q1,Email Campaign,4162,187,111.87
2021-01-05,2021,1,Q1,Paid Ad,15448,185,627.18
2021-01-05,2021,1,Q1,Direct,0,0,0.0
2021-01-05,2021,1,Q1,Referral,0,0,0.0
2021-01-06,2021,1,Q1,Organic Search,0,0,0.0
2021-01-06,2021,1,Q1,Social Media,8712,157,342.92
2021-01-06,2021,1,Q1,Email Campaign,4141,186,111.27
2021-01-06,2021,1,Q1,Paid Ad,14883,179,603.48
2021-01-06,2021,1,Q1,Direct,0,0,0.0
2021-01-06,2021,1,Q1,Referral,0,0,0.0
2021-01-07,2021,1,Q1,Organic Search,0,0,0.0
2021-01-07,2021,1,Q1,Social Media,9976,180,393.26
2021-01-07,2021,1,Q1,Email Campaign,4076,183,109.44
2021-01-07,2021,1,Q1,Paid Ad,14681,176,595.8
2021-01-07,2021,1,Q1,Direct,0,0,0.0
2021-01-07,2021,1,Q1,Referral,0,0,0.0
2021-01-08,2021,1,Q1,Organic Search,0,0,0.0
2021-01-08,2021,1,Q1,Social Media,9089,164,357.55
2021-01-08,2021,1,Q1,Email Campaign,4453,200,119.66
2021-01-08,2021,1,Q1,Paid Ad,15811,190,642.05
2021-01-08,2021,1,Q1,Direct,0,0,0.0
2021-01-08,2021,1,Q1,Referral,0,0,0.0
2021-01-09,2021,1,Q1,Organic Search,0,0,0.0
2021-01-09,2021,1,Q1,Social Media,10137,182,398.67
2021-01-09,2021,1,Q1,Email Campaign,4280,193,114.89
2021-01-09,2021,1,Q1,Paid Ad,18795,226,762.43
2021-01-09,2021,1,Q1,Direct,0,0,0.0
2021-01-09,2021,1,Q1,Referral,0,0,0.0
2021-01-10,2021,1,Q1,Organic Search,0,0,0.0
2021-01-10,2021,1,Q1,Social Media,8739,157,344.51
2021-01-10,2021,1,Q1,Email Campaign,4829,217,129.48
2021-01-10,2021,1,Q1,Paid Ad,15609,187,633.62
2021-01-10,2021,1,Q1,Direct,0,0,0.0
2021-01-10,2021,1,Q1,Referral,0,0,0.0
2021-01-11,2021,1,Q1,Organic Search,0,0,0.0
2021-01-11,2021,1,Q1,Social Media,8335,150,328.13
2021-01-11,2021,1,Q1,Email Campaign,4205,189,112.82
2021-01-11,2021,1,Q1,Paid Ad,14843,178,601.45
2021-01-11,2021,1,Q1,Direct,0,0,0.0
2021-01-11,2021,1,Q1,Referral,0,0,0.0
2021-01-12,2021,1,Q1,Organic Search,0,0,0.0
2021-01-12,2021,1,Q1,Social Media,8658,156,340.97
2021-01-12,2021,1,Q1,Email Campaign,4625,208,124.12
2021-01-12,2021,1,Q1,Paid Ad,14964,180,607.61
2021-01-12,2021,1,Q1,Direct,0,0,0.0
2021-01-12,2021,1,Q1,Referral,0,0,0.0
2021-01-13,2021,1,Q1,Organic Search,0,0,0.0
2021-01-13,2021,1,Q1,Social Media,8201,148,323.39
2021-01-13,2021,1,Q1,Email Campaign,4410,198,118.43
2021-01-13,2021,1,Q1,Paid Ad,15851,190,642.17
2021-01-13,2021,1,Q1,Direct,0,0,0.0
2021-01-13,2021,1,Q1,Referral,0,0,0.0
2021-01-14,2021,1,Q1,Organic Search,0,0,0.0
2021-01-14,2021,1,Q1,Social Media,7556,136,297.42
2021-01-14,2021,1,Q1,Email Campaign,4292,193,115.21
2021-01-14,2021,1,Q1,Paid Ad,15286,183,619.27
2021-01-14,2021,1,Q1,Direct,0,0,0.0
2021-01-14,2021,1,Q1,Referral,0,0,0.0
2021-01-15,2021,1,Q1,Organic Search,0,0,0.0
2021-01-15,2021,1,Q1,Social Media,8174,147,321.96
2021-01-15,2021,1,Q1,Email Campaign,4550,205,122.05
2021-01-15,2021,1,Q1,Paid Ad,14278,171,579.3
2021-01-15,2021,1,Q1,Direct,0,0,0.0
2021-01-15,2021,1,Q1,Referral,0,0,0.0
2021-01-16,2021,1,Q1,Organic Search,0,0,0.0
2021-01-16,2021,1,Q1,Social Media,9734,175,383.12
2021-01-16,2021,1,Q1,Email Campaign,4646,209,124.67
2021-01-16,2021,1,Q1,Paid Ad,16658,200,675.14
2021-01-16,2021,1,Q1,Direct,0,0,0.0
2021-01-16,2021,1,Q1,Referral,0,0,0.0
2021-01-17,2021,1,Q1,Organic Search,0,0,0.0
2021-01-17,2021,1,Q1,Social Media,8793,158,346.02
2021-01-17,2021,1,Q1,Email Campaign,4162,187,111.87
2021-01-17,2021,1,Q1,Paid Ad,18755,225,760.32
2021-01-17,2021,1,Q1,Direct,0,0,0.0
2021-01-17,2021,1,Q1,Referral,0,0,0.0
2021-01-18,2021,1,Q1,Organic Search,0,0,0.0
2021-01-18,2021,1,Q1,Social Media,7798,140,307.49
2021-01-18,2021,1,Q1,Email Campaign,3775,170,101.21
2021-01-18,2021,1,Q1,Paid Ad,11979,144,485.37
2021-01-18,2021,1,Q1,Direct,0,0,0.0
2021-01-18,2021,1,Q1,Referral,0,0,0.0
2021-01-19,2021,1,Q1,Organic Search,0,0,0.0
2021-01-19,2021,1,Q1,Social Media,7959,143,312.97
2021-01-19,2021,1,Q1,Email Campaign,3657,165,98.31
2021-01-19,2021,1,Q1,Paid Ad,16335,196,663.41
2021-01-19,2021,1,Q1,Direct,0,0,0.0
2021-01-19,2021,1,Q1,Referral,0,0,0.0
2021-01-20,2021,1,Q1,Organic Search,0,0,0.0
2021-01-20,2021,1,Q1,Social Media,9061,163,356.48
2021-01-20,2021,1,Q1,Email Campaign,3872,174,103.91
2021-01-20,2021,1,Q1,Paid Ad,17061,205,692.0
2021-01-20,2021,1,Q1,Direct,0,0,0.0
2021-01-20,2021,1,Q1,Referral,0,0,0.0
2021-01-21,2021,1,Q1,Organic Search,0,0,0.0
2021-01-21,2021,1,Q1,Social Media,9035,163,355.72
2021-01-21,2021,1,Q1,Email Campaign,3990,180,107.09
2021-01-21,2021,1,Q1,Paid Ad,11576,139,469.14
2021-01-21,2021,1,Q1,Direct,0,0,0.0
2021-01-21,2021,1,Q1,Referral,0,0,0.0
2021-01-22,2021,1,Q1,Organic Search,0,0,0.0
2021-01-22,2021,1,Q1,Social Media,9922,179,390.28
2021-01-22,2021,1,Q1,Email Campaign,3635,164,97.71
2021-01-22,2021,1,Q1,Paid Ad,12544,151,509.19
2021-01-22,2021,1,Q1,Direct,0,0,0.0
2021-01-22,2021,1,Q1,Referral,0,0,0.0
2021-01-23,2021,1,Q1,Organic Search,0,0,0.0
2021-01-23,2021,1,Q1,Social Media,10433,188,410.33
2021-01-23,2021,1,Q1,Email Campaign,5625,253,151.12
2021-01-23,2021,1,Q1,Paid Ad,18473,222,748.99
2021-01-23,2021,1,Q1,Direct,0,0,0.0
2021-01-23,2021,1,Q1,Referral,0,0,0.0
2021-01-24,2021,1,Q1,Organic Search,0,0,0.0
2021-01-24,2021,1,Q1,Social Media,10057,181,396.41
2021-01-24,2021,1,Q1,Email Campaign,4937,222,132.43
2021-01-24,2021,1,Q1,Paid Ad,17747,213,720.36
2021-01-24,2021,1,Q1,Direct,0,0,0.0
2021-01-24,2021,1,Q1,Referral,0,0,0.0
2021-01-25,2021,1,Q1,Organic Search,0,0,0.0
2021-01-25,2021,1,Q1,Social Media,8873,160,349.84
2021-01-25,2021,1,Q1,Email Campaign,4184,188,112.42
2021-01-25,2021,1,Q1,Paid Ad,14560,175,591.27
2021-01-25,2021,1,Q1,Direct,0,0,0.0
2021-01-25,2021,1,Q1,Referral,0,0,0.0
2021-01-26,2021,1,Q1,Organic Search,0,0,0.0
2021-01-26,2021,1,Q1,Social Media,8335,150,328.16
2021-01-26,2021,1,Q1,Email Campaign,3851,173,103.32
2021-01-26,2021,1,Q1,Paid Ad,14117,169,573.21
2021-01-26,2021,1,Q1,Direct,0,0,0.0
2021-01-26,2021,1,Q1,Referral,0,0,0.0
2021-01-27,2021,1,Q1,Organic Search,0,0,0.0
2021-01-27,2021,1,Q1,Social Media,7233,130,285.14
2021-01-27,2021,1,Q1,Email Campaign,4066,183,109.08
2021-01-27,2021,1,Q1,Paid Ad,13310,160,540.01
2021-01-27,2021,1,Q1,Direct,0,0,0.0
2021-01-27,2021,1,Q1,Referral,0,0,0.0
2021-01-28,2021,1,Q1,Organic Search,0,0,0.0
2021-01-28,2021,1,Q1,Social Media,7637,137,300.72
2021-01-28,2021,1,Q1,Email Campaign,4152,187,111.51
2021-01-28,2021,1,Q1,Paid Ad,16053,193,651.64
2021-01-28,2021,1,Q1,Direct,0,0,0.0
2021-01-28,2021,1,Q1,Referral,0,0,0.0
2021-01-29,2021,1,Q1,Organic Search,0,0,0.0
2021-01-29,2021,1,Q1,Social Media,8981,162,354.05
2021-01-29,2021,1,Q1,Email Campaign,3582,161,96.12
2021-01-29,2021,1,Q1,Paid Ad,13310,160,539.93
2021-01-29,2021,1,Q1,Direct,0,0,0.0
2021-01-29,2021,1,Q1,Referral,0,0,0.0
2021-01-30,2021,1,Q1,Organic Search,0,0,0.0
2021-01-30,2021,1,Q1,Social Media,10352,186,407.86
2021-01-30,2021,1,Q1,Email Campaign,4335,195,116.48
2021-01-30,2021,1,Q1,Paid Ad,16335,196,662.22
2021-01-30,2021,1,Q1,Direct,0,0,0.0
2021-01-30,2021,1,Q1,Referral,0,0,0.0
2021-01-31,2021,1,Q1,Organic Search,0,0,0.0
2021-01-31,2021,1,Q1,Social Media,10057,181,396.01
2021-01-31,2021,1,Q1,Email Campaign,4345,196,116.64
2021-01-31,2021,1,Q1,Paid Ad,16779,201,679.99
2021-01-31,2021,1,Q1,Direct,0,0,0.0
2021-01-31,2021,1,Q1,Referral,0,0,0.0
2021-02-01,2021,2,Q1,Organic Search,0,0,0.0
2021-02-01,2021,2,Q1,Social Media,7475,135,294.64
2021-02-01,2021,2,Q1,Email Campaign,3893,175,104.67
2021-02-01,2021,2,Q1,Paid Ad,14843,178,601.37
2021-02-01,2021,2,Q1,Direct,0,0,0.0
2021-02-01,2021,2,Q1,Referral,0,0,0.0
2021-02-02,2021,2,Q1,Organic Search,0,0,0.0
2021-02-02,2021,2,Q1,Social Media,7314,132,287.8
2021-02-02,2021,2,Q1,Email Campaign,4238,191,113.82
2021-02-02,2021,2,Q1,Paid Ad,14439,173,585.42
2021-02-02,2021,2,Q1,Direct,0,0,0.0
2021-02-02,2021,2,Q1,Referral,0,0,0.0
2021-02-03,2021,2,Q1,Organic Search,0,0,0.0
2021-02-03,2021,2,Q1,Social Media,8739,157,344.39
2021-02-03,2021,2,Q1,Email Campaign,4173,188,111.91
2021-02-03,2021,2,Q1,Paid Ad,16053,193,650.36
2021-02-03,2021,2,Q1,Direct,0,0,0.0
2021-02-03,2021,2,Q1,Referral,0,0,0.0
2021-02-04,2021,2,Q1,Organic Search,0,0,0.0
2021-02-04,2021,2,Q1,Social Media,8470,152,333.14
2021-02-04,2021,2,Q1,Email Campaign,3958,178,106.18
2021-02-04,2021,2,Q1,Paid Ad,14601,175,592.1
2021-02-04,2021,2,Q1,Direct,0,0,0.0
2021-02-04,2021,2,Q1,Referral,0,0,0.0
2021-02-05,2021,2,Q1,Organic Search,0,0,0.0
2021-02-05,2021,2,Q1,Social Media,8739,157,344.15
2021-02-05,2021,2,Q1,Email Campaign,4109,185,110.36
2021-02-05,2021,2,Q1,Paid Ad,14520,174,588.25
2021-02-05,2021,2,Q1,Direct,0,0,0.0
2021-02-05,2021,2,Q1,Referral,0,0,0.0
2021-02-06,2021,2,Q1,Organic Search,0,0,0.0
2021-02-06,2021,2,Q1,Social Media,9089,164,357.99
2021-02-06,2021,2,Q1,Email Campaign,4463,201,119.7
2021-02-06,2021,2,Q1,Paid Ad,14762,177,598.67
2021-02-06,2021,2,Q1,Direct,0,0,0.0
2021-02-06,2021,2,Q1,Referral,0,0,0.0
2021-02-07,2021,2,Q1,Organic Search,0,0,0.0
2021-02-07,2021,2,Q1,Social Media,10971,197,432.4
2021-02-07,2021,2,Q1,Email Campaign,4238,191,113.86
2021-02-07,2021,2,Q1,Paid Ad,15690,188,636.96
2021-02-07,2021,2,Q1,Direct,0,0,0.0
2021-02-07,2021,2,Q1,Referral,0,0,0.0
2021-02-08,2021,2,Q1,Organic Search,0,0,0.0
2021-02-08,2021,2,Q1,Social Media,7905,142,310.87
2021-02-08,2021,2,Q1,Email Campaign,4388,197,117.83
2021-02-08,2021,2,Q1,Paid Ad,14117,169,572.54
2021-02-08,2021,2,Q1,Direct,0,0,0.0
2021-02-08,2021,2,Q1,Referral,0,0,0.0
2021-02-09,2021,2,Q1,Organic Search,0,0,0.0
2021-02-09,2021,2,Q1,Social Media,9223,166,362.76
2021-02-09,2021,2,Q1,Email Campaign,3872,174,104.03
2021-02-09,2021,2,Q1,Paid Ad,14762,177,599.46
2021-02-09,2021,2,Q1,Direct,0,0,0.0
2021-02-09,2021,2,Q1,Referral,0,0,0.0
2021-02-10,2021,2,Q1,Organic Search,0,0,0.0
2021-02-10,2021,2,Q1,Social Media,7825,141,307.8
2021-02-10,2021,2,Q1,Email Campaign,4797,216,128.81
2021-02-10,2021,2,Q1,Paid Ad,13068,157,530.66
2021-02-10,2021,2,Q1,Direct,0,0,0.0
2021-02-10,2021,2,Q1,Referral,0,0,0.0
2021-02-11,2021,2,Q1,Organic Search,0,0,0.0
2021-02-11,2021,2,Q1,Social Media,8577,154,338.03
2021-02-11,2021,2,Q1,Email Campaign,4302,194,115.53
2021-02-11,2021,2,Q1,Paid Ad,14923,179,605.74
2021-02-11,2021,2,Q1,Direct,0,0,0.0
2021-02-11,2021,2,Q1,Referral,0,0,0.0
2021-02-12,2021,2,Q1,Organic Search,0,0,0.0
2021-02-12,2021,2,Q1,Social Media,8255,149,324.94
2021-02-12,2021,2,Q1,Email Campaign,4055,182,108.81
2021-02-12,2021,2,Q1,Paid Ad,14520,174,588.41
2021-02-12,2021,2,Q1,Direct,0,0,0.0
2021-02-12,2021,2,Q1,Referral,0,0,0.0
2021-02-13,2021,2,Q1,Organic Search,0,0,0.0
2021-02-13,2021,2,Q1,Social Media,9519,171,374.85
2021-02-13,2021,2,Q1,Email Campaign,5077,228,136.17
2021-02-13,2021,2,Q1,Paid Ad,19562,235,793.57
2021-02-13,2021,2,Q1,Direct,0,0,0.0
2021-02-13,2021,2,Q1,Referral,0,0,0.0
2021-02-14,2021,2,Q1,Organic Search,0,0,0.0
2021-02-14,2021,2,Q1,Social Media,9196,166,362.4
2021-02-14,2021,2,Q1,Email Campaign,4195,189,112.58
2021-02-14,2021,2,Q1,Paid Ad,16496,198,669.53
2021-02-14,2021,2,Q1,Direct,0,0,0.0
2021-02-14,2021,2,Q1,Referral,0,0,0.0
2021-02-15,2021,2,Q1,Organic Search,0,0,0.0
2021-02-15,2021,2,Q1,Social Media,10110,182,397.88
2021-02-15,2021,2,Q1,Email Campaign,3829,172,102.88
2021-02-15,2021,2,Q1,Paid Ad,16335,196,663.25
2021-02-15,2021,2,Q1,Direct,0,0,0.0
2021-02-15,2021,2,Q1,Referral,0,0,0.0
2021-02-16,2021,2,Q1,Organic Search,0,0,0.0
2021-02-16,2021,2,Q1,Social Media,9492,171,374.1
2021-02-16,2021,2,Q1,Email Campaign,3915,176,105.07
2021-02-16,2021,2,Q1,Paid Ad,15125,182,613.06
